YEAR,OCC1950,MARST,mariageStatusCount,Count,percent,MaritalStatus,Profession
2000,450,2,663,60099,1.103179753,"Married, spouse absent",Insurance agents and brokers
2000,450,3,1166,60099,1.940132115,Separated,Insurance agents and brokers
2000,450,4,7222,60099,12.01683888,Divorced,Insurance agents and brokers
2000,450,5,1333,60099,2.218006955,Widowed,Insurance agents and brokers
2000,450,6,10122,60099,16.84221035,Never married/single,Insurance agents and brokers
2001,450,1,3829,5731,66.81207468,"Married, spouse present",Insurance agents and brokers
2001,450,2,44,5731,0.767754319,"Married, spouse absent",Insurance agents and brokers
2001,450,3,89,5731,1.552957599,Separated,Insurance agents and brokers
2001,450,4,725,5731,12.6504973,Divorced,Insurance agents and brokers
2001,450,5,118,5731,2.058977491,Widowed,Insurance agents and brokers
2001,450,6,926,5731,16.15773861,Never married/single,Insurance agents and brokers
2002,450,1,3566,5383,66.24558796,"Married, spouse present",Insurance agents and brokers
2002,450,2,39,5383,0.724503065,"Married, spouse absent",Insurance agents and brokers
2002,450,3,90,5383,1.67193015,Separated,Insurance agents and brokers
2002,450,4,675,5383,12.53947613,Divorced,Insurance agents and brokers
2002,450,5,137,5383,2.545049229,Widowed,Insurance agents and brokers
2002,450,6,876,5383,16.27345346,Never married/single,Insurance agents and brokers
2003,450,1,3981,6016,66.17353723,"Married, spouse present",Insurance agents and brokers
2003,450,2,66,6016,1.097074468,"Married, spouse absent",Insurance agents and brokers
2003,450,3,96,6016,1.595744681,Separated,Insurance agents and brokers
2003,450,4,743,6016,12.35039894,Divorced,Insurance agents and brokers
2003,450,5,133,6016,2.210771277,Widowed,Insurance agents and brokers
2003,450,6,997,6016,16.5724734,Never married/single,Insurance agents and brokers
2004,450,1,4158,6332,65.6664561,"Married, spouse present",Insurance agents and brokers
2004,450,2,70,6332,1.105495894,"Married, spouse absent",Insurance agents and brokers
2004,450,3,123,6332,1.942514214,Separated,Insurance agents and brokers
2004,450,4,788,6332,12.44472521,Divorced,Insurance agents and brokers
2004,450,5,149,6332,2.353126974,Widowed,Insurance agents and brokers
2004,450,6,1044,6332,16.48768162,Never married/single,Insurance agents and brokers
2005,450,1,9239,14023,65.88461813,"Married, spouse present",Insurance agents and brokers
2005,450,2,130,14023,0.92704842,"Married, spouse absent",Insurance agents and brokers
2005,450,3,248,14023,1.768523141,Separated,Insurance agents and brokers
2005,450,4,1750,14023,12.47949797,Divorced,Insurance agents and brokers
2005,450,5,337,14023,2.403194751,Widowed,Insurance agents and brokers
2005,450,6,2319,14023,16.53711759,Never married/single,Insurance agents and brokers
2006,450,1,9242,14167,65.23611209,"Married, spouse present",Insurance agents and brokers
2006,450,2,150,14167,1.058798617,"Married, spouse absent",Insurance agents and brokers
2006,450,3,243,14167,1.715253759,Separated,Insurance agents and brokers
2006,450,4,1776,14167,12.53617562,Divorced,Insurance agents and brokers
2006,450,5,352,14167,2.48464742,Widowed,Insurance agents and brokers
2006,450,6,2404,14167,16.96901249,Never married/single,Insurance agents and brokers
2007,450,1,9401,14298,65.75045461,"Married, spouse present",Insurance agents and brokers
2007,450,2,138,14298,0.965169954,"Married, spouse absent",Insurance agents and brokers
2007,450,3,222,14298,1.552664708,Separated,Insurance agents and brokers
2007,450,4,1727,14298,12.07861239,Divorced,Insurance agents and brokers
2007,450,5,294,14298,2.056231641,Widowed,Insurance agents and brokers
2007,450,6,2516,14298,17.59686669,Never married/single,Insurance agents and brokers
2008,450,1,9532,14627,65.16715663,"Married, spouse present",Insurance agents and brokers
2008,450,2,166,14627,1.134887537,"Married, spouse absent",Insurance agents and brokers
2008,450,3,234,14627,1.599781226,Separated,Insurance agents and brokers
2008,450,4,1798,14627,12.29233609,Divorced,Insurance agents and brokers
2008,450,5,342,14627,2.338141793,Widowed,Insurance agents and brokers
2008,450,6,2555,14627,17.46769673,Never married/single,Insurance agents and brokers
2009,450,1,9523,14620,65.13679891,"Married, spouse present",Insurance agents and brokers
2009,450,2,152,14620,1.039671683,"Married, spouse absent",Insurance agents and brokers
2009,450,3,219,14620,1.497948016,Separated,Insurance agents and brokers
2009,450,4,1810,14620,12.38030096,Divorced,Insurance agents and brokers
2009,450,5,338,14620,2.311901505,Widowed,Insurance agents and brokers
2009,450,6,2578,14620,17.63337893,Never married/single,Insurance agents and brokers
2010,450,1,9088,14155,64.20346167,"Married, spouse present",Insurance agents and brokers
2010,450,2,160,14155,1.130342635,"Married, spouse absent",Insurance agents and brokers
2010,450,3,232,14155,1.638996821,Separated,Insurance agents and brokers
2010,450,4,1787,14155,12.62451431,Divorced,Insurance agents and brokers
2010,450,5,338,14155,2.387848817,Widowed,Insurance agents and brokers
2010,450,6,2550,14155,18.01483575,Never married/single,Insurance agents and brokers
2011,450,1,8812,13712,64.26487748,"Married, spouse present",Insurance agents and brokers
2011,450,2,155,13712,1.130396733,"Married, spouse absent",Insurance agents and brokers
2011,450,3,239,13712,1.742998833,Separated,Insurance agents and brokers
2011,450,4,1730,13712,12.61668611,Divorced,Insurance agents and brokers
2011,450,5,318,13712,2.319136523,Widowed,Insurance agents and brokers
2011,450,6,2458,13712,17.92590432,Never married/single,Insurance agents and brokers
2012,450,1,9156,14467,63.28886431,"Married, spouse present",Insurance agents and brokers
2012,450,2,158,14467,1.092140734,"Married, spouse absent",Insurance agents and brokers
2012,450,3,262,14467,1.811018179,Separated,Insurance agents and brokers
2012,450,4,1916,14467,13.24393447,Divorced,Insurance agents and brokers
2012,450,5,389,14467,2.688878136,Widowed,Insurance agents and brokers
2012,450,6,2586,14467,17.87516417,Never married/single,Insurance agents and brokers
2013,450,1,9194,14792,62.15521904,"Married, spouse present",Insurance agents and brokers
2013,450,2,193,14792,1.304759329,"Married, spouse absent",Insurance agents and brokers
2013,450,3,240,14792,1.622498648,Separated,Insurance agents and brokers
2013,450,4,1990,14792,13.45321796,Divorced,Insurance agents and brokers
2013,450,5,404,14792,2.731206057,Widowed,Insurance agents and brokers
2013,450,6,2771,14792,18.73309897,Never married/single,Insurance agents and brokers
2014,450,1,9286,15036,61.7584464,"Married, spouse present",Insurance agents and brokers
2014,450,2,213,15036,1.41660016,"Married, spouse absent",Insurance agents and brokers
2014,450,3,232,15036,1.542963554,Separated,Insurance agents and brokers
2014,450,4,1935,15036,12.86911413,Divorced,Insurance agents and brokers
2014,450,5,387,15036,2.573822825,Widowed,Insurance agents and brokers
2014,450,6,2983,15036,19.83905294,Never married/single,Insurance agents and brokers
2015,450,1,9094,15082,60.29704283,"Married, spouse present",Insurance agents and brokers
2015,450,2,193,15082,1.279671131,"Married, spouse absent",Insurance agents and brokers
2015,450,3,241,15082,1.597931309,Separated,Insurance agents and brokers
2015,450,4,1989,15082,13.18790611,Divorced,Insurance agents and brokers
2015,450,5,464,15082,3.076515051,Widowed,Insurance agents and brokers
2015,450,6,3101,15082,20.56093356,Never married/single,Insurance agents and brokers
2016,450,1,9148,15257,59.95936292,"Married, spouse present",Insurance agents and brokers
2016,450,2,209,15257,1.369863014,"Married, spouse absent",Insurance agents and brokers
2016,450,3,225,15257,1.474732909,Separated,Insurance agents and brokers
2016,450,4,2034,15257,13.3315855,Divorced,Insurance agents and brokers
2016,450,5,421,15257,2.759389133,Widowed,Insurance agents and brokers
2016,450,6,3220,15257,21.10506653,Never married/single,Insurance agents and brokers
2017,450,1,9268,15433,60.0531329,"Married, spouse present",Insurance agents and brokers
2017,450,2,220,15433,1.42551675,"Married, spouse absent",Insurance agents and brokers
2017,450,3,243,15433,1.574548046,Separated,Insurance agents and brokers
2017,450,4,2005,15433,12.99164129,Divorced,Insurance agents and brokers
2017,450,5,468,15433,3.032462904,Widowed,Insurance agents and brokers
2017,450,6,3229,15433,20.92269811,Never married/single,Insurance agents and brokers
2018,450,1,8370,13658,61.28276468,"Married, spouse present",Insurance agents and brokers
2018,450,2,213,13658,1.559525553,"Married, spouse absent",Insurance agents and brokers
2018,450,3,187,13658,1.369160931,Separated,Insurance agents and brokers
2018,450,4,1776,13658,13.00336799,Divorced,Insurance agents and brokers
2018,450,5,383,13658,2.804217309,Widowed,Insurance agents and brokers
2018,450,6,2729,13658,19.98096354,Never married/single,Insurance agents and brokers
2019,450,1,8872,14605,60.74631975,"Married, spouse present",Insurance agents and brokers
2019,450,2,211,14605,1.444710716,"Married, spouse absent",Insurance agents and brokers
2019,450,3,191,14605,1.307771311,Separated,Insurance agents and brokers
2019,450,4,1962,14605,13.43375556,Divorced,Insurance agents and brokers
2019,450,5,447,14605,3.060595686,Widowed,Insurance agents and brokers
2019,450,6,2922,14605,20.00684697,Never married/single,Insurance agents and brokers
1880,460,1,84,358,23.46368715,"Married, spouse present",Newsboys
1880,460,2,7,358,1.955307263,"Married, spouse absent",Newsboys
1880,460,5,7,358,1.955307263,Widowed,Newsboys
1880,460,6,260,358,72.62569832,Never married/single,Newsboys
1900,460,1,54,306,17.64705882,"Married, spouse present",Newsboys
1900,460,2,4,306,1.307189542,"Married, spouse absent",Newsboys
1900,460,4,1,306,0.326797386,Divorced,Newsboys
1900,460,5,6,306,1.960784314,Widowed,Newsboys
1900,460,6,241,306,78.75816993,Never married/single,Newsboys
1910,460,1,15,311,4.823151125,"Married, spouse present",Newsboys
1910,460,2,1,311,0.321543408,"Married, spouse absent",Newsboys
1910,460,5,4,311,1.286173633,Widowed,Newsboys
1910,460,6,291,311,93.56913183,Never married/single,Newsboys
1920,460,1,12,315,3.80952381,"Married, spouse present",Newsboys
1920,460,2,2,315,0.634920635,"Married, spouse absent",Newsboys
1920,460,5,4,315,1.26984127,Widowed,Newsboys
1920,460,6,297,315,94.28571429,Never married/single,Newsboys
1930,460,1,192,2001,9.595202399,"Married, spouse present",Newsboys
1930,460,2,19,2001,0.949525237,"Married, spouse absent",Newsboys
1930,460,4,7,2001,0.349825087,Divorced,Newsboys
1930,460,5,21,2001,1.049475262,Widowed,Newsboys
1930,460,6,1762,2001,88.05597201,Never married/single,Newsboys
1940,460,1,64,585,10.94017094,"Married, spouse present",Newsboys
1940,460,2,9,585,1.538461538,"Married, spouse absent",Newsboys
1940,460,4,3,585,0.512820513,Divorced,Newsboys
1940,460,5,6,585,1.025641026,Widowed,Newsboys
1940,460,6,503,585,85.98290598,Never married/single,Newsboys
1950,460,1,118,1522,7.752956636,"Married, spouse present",Newsboys
1950,460,2,9,1522,0.591327201,"Married, spouse absent",Newsboys
1950,460,3,3,1522,0.197109067,Separated,Newsboys
1950,460,4,1,1522,0.065703022,Divorced,Newsboys
1950,460,5,6,1522,0.394218134,Widowed,Newsboys
1950,460,6,1385,1522,90.99868594,Never married/single,Newsboys
1960,460,1,830,14281,5.811917933,"Married, spouse present",Newsboys
1960,460,2,70,14281,0.490161753,"Married, spouse absent",Newsboys
1960,460,3,23,14281,0.161053148,Separated,Newsboys
1960,460,4,39,14281,0.27309012,Divorced,Newsboys
1960,460,5,68,14281,0.476157132,Widowed,Newsboys
1960,460,6,13251,14281,92.78761991,Never married/single,Newsboys
1970,460,1,564,5506,10.24337087,"Married, spouse present",Newsboys
1970,460,2,14,5506,0.254268071,"Married, spouse absent",Newsboys
1970,460,3,14,5506,0.254268071,Separated,Newsboys
1970,460,4,20,5506,0.363240102,Divorced,Newsboys
1970,460,5,42,5506,0.762804214,Widowed,Newsboys
1970,460,6,4852,5506,88.12204867,Never married/single,Newsboys
1980,460,1,2469,7592,32.52107482,"Married, spouse present",Newsboys
1980,460,2,43,7592,0.566385669,"Married, spouse absent",Newsboys
1980,460,3,109,7592,1.435721812,Separated,Newsboys
1980,460,4,257,7592,3.385142255,Divorced,Newsboys
1980,460,5,152,7592,2.002107482,Widowed,Newsboys
1980,460,6,4562,7592,60.08956797,Never married/single,Newsboys
1990,460,1,3414,7290,46.83127572,"Married, spouse present",Newsboys
1990,460,2,73,7290,1.001371742,"Married, spouse absent",Newsboys
1990,460,3,141,7290,1.934156379,Separated,Newsboys
1990,460,4,540,7290,7.407407407,Divorced,Newsboys
1990,460,5,213,7290,2.9218107,Widowed,Newsboys
1990,460,6,2909,7290,39.90397805,Never married/single,Newsboys
2000,460,1,7199,13101,54.95000382,"Married, spouse present",Newsboys
2000,460,2,347,13101,2.648652775,"Married, spouse absent",Newsboys
2000,460,3,319,13101,2.434928631,Separated,Newsboys
2000,460,4,1151,13101,8.785588886,Divorced,Newsboys
2000,460,5,519,13101,3.961529654,Widowed,Newsboys
2000,460,6,3566,13101,27.21929624,Never married/single,Newsboys
2001,460,1,678,1138,59.57820738,"Married, spouse present",Newsboys
2001,460,2,19,1138,1.669595782,"Married, spouse absent",Newsboys
2001,460,3,24,1138,2.108963093,Separated,Newsboys
2001,460,4,93,1138,8.172231986,Divorced,Newsboys
2001,460,5,44,1138,3.866432337,Widowed,Newsboys
2001,460,6,280,1138,24.60456942,Never married/single,Newsboys
2002,460,1,630,1058,59.5463138,"Married, spouse present",Newsboys
2002,460,2,16,1058,1.512287335,"Married, spouse absent",Newsboys
2002,460,3,26,1058,2.457466919,Separated,Newsboys
2002,460,4,101,1058,9.5463138,Divorced,Newsboys
2002,460,5,54,1058,5.103969754,Widowed,Newsboys
2002,460,6,231,1058,21.83364839,Never married/single,Newsboys
2003,460,1,761,1296,58.7191358,"Married, spouse present",Newsboys
2003,460,2,13,1296,1.00308642,"Married, spouse absent",Newsboys
2003,460,3,28,1296,2.160493827,Separated,Newsboys
2003,460,4,106,1296,8.179012346,Divorced,Newsboys
2003,460,5,52,1296,4.012345679,Widowed,Newsboys
2003,460,6,336,1296,25.92592593,Never married/single,Newsboys
2004,460,1,866,1399,61.90135811,"Married, spouse present",Newsboys
2004,460,2,24,1399,1.715511079,"Married, spouse absent",Newsboys
2004,460,3,16,1399,1.143674053,Separated,Newsboys
2004,460,4,132,1399,9.435310936,Divorced,Newsboys
2004,460,5,57,1399,4.074338813,Widowed,Newsboys
2004,460,6,304,1399,21.72980701,Never married/single,Newsboys
2005,460,1,1893,3052,62.0249017,"Married, spouse present",Newsboys
2005,460,2,48,3052,1.572739187,"Married, spouse absent",Newsboys
2005,460,3,72,3052,2.359108781,Separated,Newsboys
2005,460,4,255,3052,8.355176933,Divorced,Newsboys
2005,460,5,132,3052,4.325032765,Widowed,Newsboys
2005,460,6,652,3052,21.36304063,Never married/single,Newsboys
2006,460,1,1861,3094,60.14867485,"Married, spouse present",Newsboys
2006,460,2,52,3094,1.680672269,"Married, spouse absent",Newsboys
2006,460,3,68,3094,2.197802198,Separated,Newsboys
2006,460,4,282,3094,9.114414997,Divorced,Newsboys
2006,460,5,125,3094,4.040077569,Widowed,Newsboys
2006,460,6,706,3094,22.81835811,Never married/single,Newsboys
2007,460,1,1743,2925,59.58974359,"Married, spouse present",Newsboys
2007,460,2,41,2925,1.401709402,"Married, spouse absent",Newsboys
2007,460,3,52,2925,1.777777778,Separated,Newsboys
2007,460,4,267,2925,9.128205128,Divorced,Newsboys
2007,460,5,112,2925,3.829059829,Widowed,Newsboys
2007,460,6,710,2925,24.27350427,Never married/single,Newsboys
2008,460,1,1509,2709,55.70321152,"Married, spouse present",Newsboys
2008,460,2,68,2709,2.510151347,"Married, spouse absent",Newsboys
2008,460,3,70,2709,2.583979328,Separated,Newsboys
2008,460,4,255,2709,9.413067553,Divorced,Newsboys
2008,460,5,106,2709,3.912882983,Widowed,Newsboys
2008,460,6,701,2709,25.87670727,Never married/single,Newsboys
2009,460,1,1457,2654,54.89826677,"Married, spouse present",Newsboys
2009,460,2,50,2654,1.883948757,"Married, spouse absent",Newsboys
2009,460,3,58,2654,2.185380558,Separated,Newsboys
2009,460,4,268,2654,10.09796534,Divorced,Newsboys
2009,460,5,106,2654,3.993971364,Widowed,Newsboys
2009,460,6,715,2654,26.94046722,Never married/single,Newsboys
2010,460,1,1342,2562,52.38095238,"Married, spouse present",Newsboys
2010,460,2,49,2562,1.912568306,"Married, spouse absent",Newsboys
2010,460,3,59,2562,2.302888368,Separated,Newsboys
2010,460,4,257,2562,10.0312256,Divorced,Newsboys
2010,460,5,107,2562,4.176424668,Widowed,Newsboys
2010,460,6,748,2562,29.19594067,Never married/single,Newsboys
2011,460,1,1248,2547,48.99882214,"Married, spouse present",Newsboys
2011,460,2,50,2547,1.963093836,"Married, spouse absent",Newsboys
2011,460,3,76,2547,2.983902631,Separated,Newsboys
2011,460,4,270,2547,10.60070671,Divorced,Newsboys
2011,460,5,103,2547,4.043973302,Widowed,Newsboys
2011,460,6,800,2547,31.40950137,Never married/single,Newsboys
2012,460,1,1211,2401,50.43731778,"Married, spouse present",Newsboys
2012,460,2,59,2401,2.457309454,"Married, spouse absent",Newsboys
2012,460,3,50,2401,2.082465639,Separated,Newsboys
2012,460,4,250,2401,10.4123282,Divorced,Newsboys
2012,460,5,99,2401,4.123281966,Widowed,Newsboys
2012,460,6,732,2401,30.48729696,Never married/single,Newsboys
2013,460,1,1181,2370,49.83122363,"Married, spouse present",Newsboys
2013,460,2,67,2370,2.827004219,"Married, spouse absent",Newsboys
2013,460,3,69,2370,2.911392405,Separated,Newsboys
2013,460,4,244,2370,10.29535865,Divorced,Newsboys
2013,460,5,94,2370,3.966244726,Widowed,Newsboys
2013,460,6,715,2370,30.16877637,Never married/single,Newsboys
2014,460,1,1098,2152,51.02230483,"Married, spouse present",Newsboys
2014,460,2,35,2152,1.626394052,"Married, spouse absent",Newsboys
2014,460,3,51,2152,2.369888476,Separated,Newsboys
2014,460,4,258,2152,11.98884758,Divorced,Newsboys
2014,460,5,95,2152,4.414498141,Widowed,Newsboys
2014,460,6,615,2152,28.57806691,Never married/single,Newsboys
2015,460,1,1089,2068,52.65957447,"Married, spouse present",Newsboys
2015,460,2,50,2068,2.417794971,"Married, spouse absent",Newsboys
2015,460,3,49,2068,2.369439072,Separated,Newsboys
2015,460,4,257,2068,12.42746615,Divorced,Newsboys
2015,460,5,79,2068,3.820116054,Widowed,Newsboys
2015,460,6,544,2068,26.30560928,Never married/single,Newsboys
2016,460,1,1075,2029,52.98176442,"Married, spouse present",Newsboys
2016,460,2,51,2029,2.513553475,"Married, spouse absent",Newsboys
2016,460,3,40,2029,1.97141449,Separated,Newsboys
2016,460,4,263,2029,12.96205027,Divorced,Newsboys
2016,460,5,85,2029,4.189255791,Widowed,Newsboys
2016,460,6,515,2029,25.38196156,Never married/single,Newsboys
2017,460,1,1051,1912,54.96861925,"Married, spouse present",Newsboys
2017,460,2,38,1912,1.987447699,"Married, spouse absent",Newsboys
2017,460,3,45,1912,2.353556485,Separated,Newsboys
2017,460,4,211,1912,11.03556485,Divorced,Newsboys
2017,460,5,85,1912,4.445606695,Widowed,Newsboys
2017,460,6,482,1912,25.20920502,Never married/single,Newsboys
2018,460,1,1074,1913,56.14218505,"Married, spouse present",Newsboys
2018,460,2,42,1913,2.195504443,"Married, spouse absent",Newsboys
2018,460,3,39,1913,2.038682697,Separated,Newsboys
2018,460,4,204,1913,10.66387872,Divorced,Newsboys
2018,460,5,81,1913,4.234187141,Widowed,Newsboys
2018,460,6,473,1913,24.72556194,Never married/single,Newsboys
2019,460,1,903,1697,53.21154979,"Married, spouse present",Newsboys
2019,460,2,31,1697,1.826753094,"Married, spouse absent",Newsboys
2019,460,3,27,1697,1.591043017,Separated,Newsboys
2019,460,4,217,1697,12.78727166,Divorced,Newsboys
2019,460,5,77,1697,4.537418975,Widowed,Newsboys
2019,460,6,442,1697,26.04596346,Never married/single,Newsboys
1880,470,1,921,1301,70.79169869,"Married, spouse present",Real estate agents and brokers
1880,470,2,47,1301,3.612605688,"Married, spouse absent",Real estate agents and brokers
1880,470,4,1,1301,0.076863951,Divorced,Real estate agents and brokers
1880,470,5,91,1301,6.994619523,Widowed,Real estate agents and brokers
1880,470,6,241,1301,18.52421214,Never married/single,Real estate agents and brokers
1900,470,1,1842,2602,70.79169869,"Married, spouse present",Real estate agents and brokers
1900,470,2,76,2602,2.920830131,"Married, spouse absent",Real estate agents and brokers
1900,470,4,14,2602,0.538047656,Divorced,Real estate agents and brokers
1900,470,5,197,2602,7.571099154,Widowed,Real estate agents and brokers
1900,470,6,473,2602,18.17832437,Never married/single,Real estate agents and brokers
1910,470,1,906,1275,71.05882353,"Married, spouse present",Real estate agents and brokers
1910,470,2,48,1275,3.764705882,"Married, spouse absent",Real estate agents and brokers
1910,470,4,15,1275,1.176470588,Divorced,Real estate agents and brokers
1910,470,5,75,1275,5.882352941,Widowed,Real estate agents and brokers
1910,470,6,231,1275,18.11764706,Never married/single,Real estate agents and brokers
1920,470,1,927,1238,74.87883683,"Married, spouse present",Real estate agents and brokers
1920,470,2,36,1238,2.907915994,"Married, spouse absent",Real estate agents and brokers
1920,470,4,12,1238,0.969305331,Divorced,Real estate agents and brokers
1920,470,5,73,1238,5.896607431,Widowed,Real estate agents and brokers
1920,470,6,190,1238,15.34733441,Never married/single,Real estate agents and brokers
1930,470,1,6553,9142,71.68015751,"Married, spouse present",Real estate agents and brokers
1930,470,2,298,9142,3.259680595,"Married, spouse absent",Real estate agents and brokers
1930,470,4,214,9142,2.340844454,Divorced,Real estate agents and brokers
1930,470,5,617,9142,6.749070225,Widowed,Real estate agents and brokers
1930,470,6,1460,9142,15.97024721,Never married/single,Real estate agents and brokers
1940,470,1,877,1207,72.65948633,"Married, spouse present",Real estate agents and brokers
1940,470,2,47,1207,3.893951947,"Married, spouse absent",Real estate agents and brokers
1940,470,4,31,1207,2.568351284,Divorced,Real estate agents and brokers
1940,470,5,89,1207,7.373653687,Widowed,Real estate agents and brokers
1940,470,6,163,1207,13.50455675,Never married/single,Real estate agents and brokers
1950,470,1,1228,1541,79.68851395,"Married, spouse present",Real estate agents and brokers
1950,470,2,18,1541,1.16807268,"Married, spouse absent",Real estate agents and brokers
1950,470,3,20,1541,1.297858533,Separated,Real estate agents and brokers
1950,470,4,41,1541,2.660609994,Divorced,Real estate agents and brokers
1950,470,5,63,1541,4.08825438,Widowed,Real estate agents and brokers
1950,470,6,171,1541,11.09669046,Never married/single,Real estate agents and brokers
1960,470,1,9403,11597,81.08131413,"Married, spouse present",Real estate agents and brokers
1960,470,2,144,11597,1.24170044,"Married, spouse absent",Real estate agents and brokers
1960,470,3,96,11597,0.827800293,Separated,Real estate agents and brokers
1960,470,4,497,11597,4.285591101,Divorced,Real estate agents and brokers
1960,470,5,805,11597,6.941450375,Widowed,Real estate agents and brokers
1960,470,6,652,11597,5.622143658,Never married/single,Real estate agents and brokers
1970,470,1,5191,6473,80.19465472,"Married, spouse present",Real estate agents and brokers
1970,470,2,75,6473,1.158659045,"Married, spouse absent",Real estate agents and brokers
1970,470,3,65,6473,1.004171173,Separated,Real estate agents and brokers
1970,470,4,364,6473,5.623358566,Divorced,Real estate agents and brokers
1970,470,5,417,6473,6.442144292,Widowed,Real estate agents and brokers
1970,470,6,361,6473,5.577012205,Never married/single,Real estate agents and brokers
1980,470,1,29453,38976,75.5670156,"Married, spouse present",Real estate agents and brokers
1980,470,2,290,38976,0.744047619,"Married, spouse absent",Real estate agents and brokers
1980,470,3,705,38976,1.808805419,Separated,Real estate agents and brokers
1980,470,4,3760,38976,9.646962233,Divorced,Real estate agents and brokers
1980,470,5,1583,38976,4.061473727,Widowed,Real estate agents and brokers
1980,470,6,3185,38976,8.171695402,Never married/single,Real estate agents and brokers
1990,470,1,33021,46577,70.89550637,"Married, spouse present",Real estate agents and brokers
1990,470,2,393,46577,0.84376409,"Married, spouse absent",Real estate agents and brokers
1990,470,3,805,46577,1.728320845,Separated,Real estate agents and brokers
1990,470,4,5404,46577,11.60229298,Divorced,Real estate agents and brokers
1990,470,5,1939,46577,4.162998905,Widowed,Real estate agents and brokers
1990,470,6,5015,46577,10.76711682,Never married/single,Real estate agents and brokers
2000,470,1,30898,45629,67.71570712,"Married, spouse present",Real estate agents and brokers
2000,470,2,617,45629,1.352210217,"Married, spouse absent",Real estate agents and brokers
2000,470,3,735,45629,1.610817682,Separated,Real estate agents and brokers
2000,470,4,6276,45629,13.75441057,Divorced,Real estate agents and brokers
2000,470,5,2033,45629,4.455499792,Widowed,Real estate agents and brokers
2000,470,6,5070,45629,11.11135462,Never married/single,Real estate agents and brokers
2001,470,1,2817,4091,68.85846981,"Married, spouse present",Real estate agents and brokers
2001,470,2,38,4091,0.928868247,"Married, spouse absent",Real estate agents and brokers
2001,470,3,80,4091,1.9555121,Separated,Real estate agents and brokers
2001,470,4,523,4091,12.78416035,Divorced,Real estate agents and brokers
2001,470,5,190,4091,4.644341237,Widowed,Real estate agents and brokers
2001,470,6,443,4091,10.82864825,Never married/single,Real estate agents and brokers
2002,470,1,2582,3749,68.87169912,"Married, spouse present",Real estate agents and brokers
2002,470,2,33,3749,0.880234729,"Married, spouse absent",Real estate agents and brokers
2002,470,3,54,3749,1.440384102,Separated,Real estate agents and brokers
2002,470,4,503,3749,13.41691118,Divorced,Real estate agents and brokers
2002,470,5,158,3749,4.214457189,Widowed,Real estate agents and brokers
2002,470,6,419,3749,11.17631368,Never married/single,Real estate agents and brokers
2003,470,1,3150,4495,70.07786429,"Married, spouse present",Real estate agents and brokers
2003,470,2,36,4495,0.800889878,"Married, spouse absent",Real estate agents and brokers
2003,470,3,67,4495,1.49054505,Separated,Real estate agents and brokers
2003,470,4,580,4495,12.90322581,Divorced,Real estate agents and brokers
2003,470,5,197,4495,4.382647386,Widowed,Real estate agents and brokers
2003,470,6,465,4495,10.34482759,Never married/single,Real estate agents and brokers
2004,470,1,3359,4833,69.50134492,"Married, spouse present",Real estate agents and brokers
2004,470,2,54,4833,1.117318436,"Married, spouse absent",Real estate agents and brokers
2004,470,3,61,4833,1.262156011,Separated,Real estate agents and brokers
2004,470,4,638,4833,13.20091041,Divorced,Real estate agents and brokers
2004,470,5,189,4833,3.910614525,Widowed,Real estate agents and brokers
2004,470,6,532,4833,11.0076557,Never married/single,Real estate agents and brokers
2005,470,1,8600,12699,67.72186786,"Married, spouse present",Real estate agents and brokers
2005,470,2,142,12699,1.118198283,"Married, spouse absent",Real estate agents and brokers
2005,470,3,167,12699,1.315064178,Separated,Real estate agents and brokers
2005,470,4,1757,12699,13.8357351,Divorced,Real estate agents and brokers
2005,470,5,484,12699,3.811323726,Widowed,Real estate agents and brokers
2005,470,6,1549,12699,12.19781085,Never married/single,Real estate agents and brokers
2006,470,1,9013,13342,67.55359017,"Married, spouse present",Real estate agents and brokers
2006,470,2,154,13342,1.154249738,"Married, spouse absent",Real estate agents and brokers
2006,470,3,191,13342,1.43156948,Separated,Real estate agents and brokers
2006,470,4,1788,13342,13.40128916,Divorced,Real estate agents and brokers
2006,470,5,477,13342,3.575176136,Widowed,Real estate agents and brokers
2006,470,6,1719,13342,12.88412532,Never married/single,Real estate agents and brokers
2007,470,1,9167,13543,67.68810456,"Married, spouse present",Real estate agents and brokers
2007,470,2,175,13543,1.292180462,"Married, spouse absent",Real estate agents and brokers
2007,470,3,195,13543,1.439858229,Separated,Real estate agents and brokers
2007,470,4,1827,13543,13.49036403,Divorced,Real estate agents and brokers
2007,470,5,474,13543,3.499963081,Widowed,Real estate agents and brokers
2007,470,6,1705,13543,12.58952965,Never married/single,Real estate agents and brokers
2008,470,1,8572,12634,67.84866234,"Married, spouse present",Real estate agents and brokers
2008,470,2,169,12634,1.337660282,"Married, spouse absent",Real estate agents and brokers
2008,470,3,163,12634,1.290169384,Separated,Real estate agents and brokers
2008,470,4,1756,12634,13.89900269,Divorced,Real estate agents and brokers
2008,470,5,511,12634,4.044641444,Widowed,Real estate agents and brokers
2008,470,6,1463,12634,11.57986386,Never married/single,Real estate agents and brokers
2009,470,1,8061,11844,68.0597771,"Married, spouse present",Real estate agents and brokers
2009,470,2,137,11844,1.156703816,"Married, spouse absent",Real estate agents and brokers
2009,470,3,152,11844,1.28335022,Separated,Real estate agents and brokers
2009,470,4,1627,11844,13.7369132,Divorced,Real estate agents and brokers
